"id";"winerys";"winetype";"country";"region";"averages";"reviews";"images";"winename"
520;"CHÂTEAU DE FARGUES";"Dessert";"FR";"sauternes";4.4;2155;"https://images.vivino.com/thumbs/6UkCAp0zR-StH2rQSPvU-g_pb_x300.png";"SAUTERNES (LUR SALUCES) N.V."
521;"ROYAL TOKAJI";"Dessert";"HUN";"tokaj";4.4;1730;"https://images.vivino.com/thumbs/FwwqX8tzSvqYOd2ordoZNQ_pb_x300.png";"5 PUTTONYOS ASZÚ (BLUE LABEL) 2013"
522;"BAUMARD";"Dessert";"FR";"quarts de chaume";4.4;1337;"https://images.vivino.com/thumbs/qBBNWcfcQcmQUPnSI8EnIw_pb_x300.png";"QUARTS DE CHAUME N.V."
523;"ROYAL TOKAJI";"Dessert";"HUN";"tokaj";4.4;1293;"https://images.vivino.com/thumbs/FwwqX8tzSvqYOd2ordoZNQ_pb_x300.png";"5 PUTTONYOS ASZÚ (BLUE LABEL) 2009"
524;"CHÂTEAU RIEUSSEC";"Dessert";"FR";"sauternes";4.4;1213;"https://images.vivino.com/thumbs/gnOwIVXJQ6abQRMgMzGoAg_pb_x300.png";"SAUTERNES (PREMIER GRAND CRU CLASSÉ) 2005"
525;"ROYAL TOKAJI";"Dessert";"HUN";"tokaj";4.4;1136;"https://images.vivino.com/thumbs/GRFFX4I8R6yyfgcwrYOnYQ_pb_x300.png";"ASZÚ 6 PUTTONYOS N.V."
526;"INNISKILLIN";"Dessert";"canada";"niagara peninsula";4.4;972;"https://images.vivino.com/thumbs/WFqObuamTS6OwzmcjjZPZg_pb_x300.png";"CABERNET FRANC ICEWINE N.V."
527;"CHÂTEAU GUIRAUD";"Dessert";"FR";"sauternes";4.4;972;"https://images.vivino.com/thumbs/seeWxpDkRimnnDRRdUoRDQ_pb_x300.png";"SAUTERNES (PREMIER GRAND CRU CLASSÉ) 2009"
528;"MARCO DE BARTOLI";"Dessert";"I";"passito di pantelleria";4.4;913;"https://images.vivino.com/thumbs/dqlB8OnYTN2zxb-VUCc1cQ_pb_x300.png";"BUKKURAM SOLE D'AGOSTO PASSITO DI PANTELLERIA N.V."
529;"ISOLE E OLENA";"Dessert";"I";"vin santo del chianti classico";4.4;805;"https://images.vivino.com/thumbs/maz5vkYqTrqziovpEKXPAg_pb_x300.png";"VIN SANTO DEL CHIANTI CLASSICO N.V."
530;"CHÂTEAU GUIRAUD";"Dessert";"FR";"sauternes";4.4;804;"https://images.vivino.com/thumbs/seeWxpDkRimnnDRRdUoRDQ_pb_x300.png";"SAUTERNES (PREMIER GRAND CRU CLASSÉ) 2005"
531;"DONNAFUGATA";"Dessert";"I";"passito di pantelleria";4.4;660;"https://images.vivino.com/thumbs/tWuXrj0nRZCum1ezynysLA_pb_x300.png";"BEN RYÉ PASSITO DI PANTELLERIA 2008"
532;"CHÂTEAU GUIRAUD";"Dessert";"FR";"sauternes";4.4;634;"https://images.vivino.com/thumbs/seeWxpDkRimnnDRRdUoRDQ_pb_x300.png";"SAUTERNES (PREMIER GRAND CRU CLASSÉ) 2001"
533;"KRACHER";"Dessert";"austria";"burgenland";4.4;594;"https://images.vivino.com/thumbs/vSY4E5LeQfaQsinzlrvb-w_pb_x300.png";"GRANDE CUVÉE NUMMER 6 NOUVELLE VAGUE TROCKENBEERENAUSLESE N.V."
534;"BRUNELLI";"Dessert";"I";"recioto della valpolicella classico";4.4;597;"https://images.vivino.com/thumbs/mIG8DP1BR5GEK8FimhELkw_pb_x300.png";"RECIOTO DELLA VALPOLICELLA CLASSICO N.V."
535;"INNISKILLIN";"Dessert";"canada";"niagara peninsula";4.4;540;"https://images.vivino.com/thumbs/BCR0dcHqTgCyi9s_kBxOUw_pb_x300.png";"VIDAL ICEWINE 2015"
536;"CHÂTEAU RIEUSSEC";"Dessert";"FR";"sauternes";4.4;529;"https://images.vivino.com/thumbs/gnOwIVXJQ6abQRMgMzGoAg_pb_x300.png";"SAUTERNES (PREMIER GRAND CRU CLASSÉ) 2006"
537;"INNISKILLIN";"Dessert";"canada";"niagara peninsula";4.4;523;"https://images.vivino.com/thumbs/X-eM2IVMRH633bHDXzGHPQ_pb_x300.png";"GOLD VIDAL RESERVE ICEWINE N.V."
538;"CHÂTEAU SUDUIRAUT";"Dessert";"FR";"sauternes";4.4;495;"https://images.vivino.com/thumbs/yyAgH9OpQjKEBxg1N1RBmA_pb_x300.png";"SAUTERNES (PREMIER GRAND CRU CLASSÉ) 2009"
539;"CHÂTEAU SUDUIRAUT";"Dessert";"FR";"sauternes";4.4;494;"https://images.vivino.com/thumbs/yyAgH9OpQjKEBxg1N1RBmA_pb_x300.png";"SAUTERNES (PREMIER GRAND CRU CLASSÉ) 2007"
540;"DOBOGÓ";"Dessert";"HUN";"tokaj";4.4;483;"https://images.vivino.com/thumbs/T36jTQZkQc-aClz8hMmX8w_pb_x300.png";"TOKAJI ASZÚ 6 PUTTONYOS N.V."
541;"TRAMIN";"Dessert";"I";"südtirol - alto adige";4.4;471;"https://images.vivino.com/thumbs/HTi8_y9cRoyOb-3ALDDsuQ_pb_x300.png";"ROEN N.V."
542;"GRAND TOKAJ";"Dessert";"HUN";"tokaj";4.4;455;"https://images.vivino.com/thumbs/mqTayzaeRQ2pZdluQcYfZQ_pb_x300.png";"TOKAJI ASZÚ 6 PUTTONYOS N.V."
543;"CHÂTEAU DERESZLA";"Dessert";"HUN";"tokaj";4.4;456;"https://images.vivino.com/thumbs/120u_uuVTvG1WDqalE2MFA_pb_x300.png";"ASZÚ 6 PUTTONYOS N.V."
544;"TELIANI VALLEY";"Dessert";"georgia";"kakheti";4.4;380;"https://images.vivino.com/thumbs/47D6CsrpQsmoW25z_xJLCQ_pb_x300.png";"KINDZMARAULI RED SEMI-SWEET (ᲥᲘᲜᲫᲛᲐᲠᲐᲣᲚᲘ ᲬᲘᲗᲔᲚᲘ ᲜᲐᲮᲔᲕᲠᲐᲓ ᲢᲙᲑᲘᲚᲘ) 2017"
545;"OREMUS";"Dessert";"HUN";"tokaj";4.4;378;"https://images.vivino.com/thumbs/Ys-_l45SQQeQpEdZaAnY9w_pb_x300.png";"TOKAJI ASZÚ 5 PUTTONYOS 2005"
546;"ANTINORI";"Dessert";"I";"umbria";4.4;372;"https://images.vivino.com/thumbs/MUWU0YzxTSGazF7gYR9rmw_pb_x300.png";"CASTELLO DELLA SALA MUFFATO DELLA SALA 2014"
547;"AZIENDA AGRICOLA BIAVA";"Dessert";"I";"moscato di scanzo";4.4;341;"https://images.vivino.com/thumbs/RF-1gCt0Qb2a86hLhGvqvg_pb_x300.png";"MOSCATO DI SCANZO N.V."
548;"SAUSKA";"Dessert";"HUN";"tokaj";4.4;336;"https://images.vivino.com/thumbs/ywY9OFT5SouXzV3tdq9mVQ_pb_x300.png";"TOKAJI ASZÚ 5 PUTTONYOS N.V."
549;"DOMENIS 1898";"Dessert";"I";"friuli-venezia giulia";4.4;325;"https://images.vivino.com/highlights/icon/top_ranked.svg";"STORICA NERA GRAPPA N.V."
550;"CHÂTEAU SUDUIRAUT";"Dessert";"FR";"sauternes";4.4;311;"https://images.vivino.com/thumbs/yyAgH9OpQjKEBxg1N1RBmA_pb_x300.png";"SAUTERNES (PREMIER GRAND CRU CLASSÉ) 1988"
551;"CHÂTEAU RIEUSSEC";"Dessert";"FR";"sauternes";4.4;308;"https://images.vivino.com/thumbs/gnOwIVXJQ6abQRMgMzGoAg_pb_x300.png";"SAUTERNES (PREMIER GRAND CRU CLASSÉ) 1998"
552;"ROYAL TOKAJI";"Dessert";"HUN";"tokaj";4.4;307;"https://images.vivino.com/thumbs/CJuwAU5LQUGCpYIWyZCuDg_pb_x300.png";"5 PUTTONYOS ASZÚ (RED LABEL) N.V."
553;"PELLER ESTATES";"Dessert";"canada";"niagara peninsula";4.4;282;"https://images.vivino.com/thumbs/XeCFsk30Tw2KMSmqLuCAfw_pb_x300.png";"OAK AGED VIDAL BLANC ICEWINE 2013"
554;"CHÂTEAU RIEUSSEC";"Dessert";"FR";"sauternes";4.4;279;"https://images.vivino.com/thumbs/gnOwIVXJQ6abQRMgMzGoAg_pb_x300.png";"SAUTERNES (PREMIER GRAND CRU CLASSÉ) 2002"
555;"MACULAN";"Dessert";"I";"breganze";4.4;279;"https://images.vivino.com/thumbs/Q545RGZLR7u5iIlBweYOcg_pb_x300.png";"ACININOBILI N.V."
556;"CHÂTEAU RIEUSSEC";"Dessert";"FR";"sauternes";4.4;275;"https://images.vivino.com/thumbs/gnOwIVXJQ6abQRMgMzGoAg_pb_x300.png";"SAUTERNES (PREMIER GRAND CRU CLASSÉ) 1989"
557;"KALTERN CALDARO";"Dessert";"I";"trentino-alto adige";4.4;271;"https://images.vivino.com/thumbs/lOJ0HwpERCeOtDpMX_3aWA_pb_x300.png";"PASSITO SERENADE N.V."
558;"BACALHÔA";"Dessert";"PT";"setúbal";4.4;265;"https://images.vivino.com/thumbs/0ssL66zES4S4dSg-08ermQ_pb_x300.png";"SETÚBAL MOSCATEL ROXO SUPERIOR 2003"
559;"CHÂTEAU CLIMENS";"Dessert";"FR";"barsac";4.4;247;"https://images.vivino.com/thumbs/nA-TeA6IRL6ITv-2DPy8rw_pb_x300.png";"BARSAC (PREMIER GRAND CRU CLASSÉ) 2006"
560;"CHÂTEAU DE FARGUES";"Dessert";"FR";"sauternes";4.4;243;"https://images.vivino.com/thumbs/6UkCAp0zR-StH2rQSPvU-g_pb_x300.png";"SAUTERNES (LUR SALUCES) 2005"
561;"FÈLSINA";"Dessert";"I";"vin santo del chianti classico";4.4;242;"https://images.vivino.com/thumbs/ZBW2evAKRteAFXHJHi6gNw_pb_x300.png";"VIN SANTO DEL CHIANTI CLASSICO 2005"
562;"MARCO DE BARTOLI";"Dessert";"I";"passito di pantelleria";4.4;239;"https://images.vivino.com/thumbs/dqlB8OnYTN2zxb-VUCc1cQ_pb_x300.png";"BUKKURAM SOLE D'AGOSTO PASSITO DI PANTELLERIA 2015"
563;"CHAPPAZ";"Dessert";"switzerland";"fully";4.4;239;"https://images.vivino.com/thumbs/Ibb2f_aCRV6CWR_73_H7mQ_pb_x300.png";"GRAIN NOBLE MARSANNE BLANCHE N.V."
564;"MARCO DE BARTOLI";"Dessert";"I";"passito di pantelleria";4.4;229;"https://images.vivino.com/thumbs/Ol8YgSHcQ7yuUg8Ax_impw_pb_x300.png";"BUKKURAM PADRE DELLA VIGNA PASSITO DI PANTELLERIA 2008"
565;"ROYAL TOKAJI";"Dessert";"HUN";"tokaj";4.4;227;"https://images.vivino.com/thumbs/CJuwAU5LQUGCpYIWyZCuDg_pb_x300.png";"5 PUTTONYOS ASZÚ (RED LABEL) 2013"
566;"JOSÉ MARIA DA FONSECA";"Dessert";"PT";"setúbal";4.4;226;"https://images.vivino.com/thumbs/nDUiH7SnSImO-aBC1XcSNg_pb_x300.png";"SETÚBAL 20 ANOS MOSCATEL ROXO N.V."
567;"SZEPSY";"Dessert";"HUN";"tokaj";4.4;200;"https://images.vivino.com/thumbs/8O1sc2epSi20ndPrfTnCjw_pb_x300.png";"TOKAJI SZAMORODNI 2012"
568;"JORGE ORDÓÑEZ";"Dessert";"SP";"málaga";4.4;199;"https://images.vivino.com/thumbs/s70_zYsITfSv1rWz8OjDfA_pb_x300.png";"NO. 2 VICTORIA 2016"
569;"DISZNÓKÓ";"Dessert";"HUN";"tokaj";4.4;195;"https://images.vivino.com/thumbs/CU6iLGfcQRyz5u6LijefSQ_pb_x300.png";"TOKAJI ASZÚ 5 PUTTONYOS 2000"
570;"ROCCOLO GRASSI";"Dessert";"I";"recioto della valpolicella";4.3;199;"https://images.vivino.com/thumbs/sV55oIimQamKXKeyztyE0w_pb_x300.png";"RECIOTO DELLA VALPOLICELLA N.V."
571;"ROBERTO MAZZI";"Dessert";"I";"recioto della valpolicella classico";4.4;195;"https://images.vivino.com/thumbs/RuuMUGWPTm6RhjfKaT91hw_pb_x300.png";"LE CALCAROLE RECIOTO DELLA VALPOLICELLA CLASSICO N.V."
572;"CHÂTEAU DE MONTIFAUD";"Dessert";"FR";"pineau des charentes";4.4;192;"https://images.vivino.com/thumbs/y00OsEOvREqqhhW6-ynXYQ_pb_x300.png";"VIEUX PINEAU DES CHARENTES 1998"
573;"PAOLO BEA";"Dessert";"I";"montefalco sagrantino";4.4;188;"https://images.vivino.com/thumbs/is1KkJTxRQKpwmG0_QVRTw_pb_x300.png";"MONTEFALCO SAGRANTINO PASSITO N.V."
574;"ROLET";"Dessert";"FR";"arbois";4.4;188;"https://images.vivino.com/thumbs/27IrPhDUR0KvICy3yYBEbQ_pb_x300.png";"VIN DE PAILLE ARBOIS N.V."
575;"PELLER ESTATES";"Dessert";"canada";"niagara peninsula";4.4;186;"https://images.vivino.com/thumbs/RXNnR8yiQyi5jjJMCb7fLg_pb_x300.png";"VIDAL ICEWINE 2010"
576;"SANTO";"Dessert";"greece";"santorini";4.4;187;"https://images.vivino.com/thumbs/10y5DOWwTcubcqVMLi2j5g_pb_x300.png";"VINSANTO 2008"
577;"BRUNELLI";"Dessert";"I";"veneto";4.4;182;"https://images.vivino.com/thumbs/RZsDtHR9T42cnecWbudJJA_pb_x300.png";"RESOL PASSITO GARGANEGA N.V."
578;"CHÂTEAU DE RAYNE VIGNEAU";"Dessert";"FR";"sauternes";4.4;177;"https://images.vivino.com/thumbs/AvFVq_NxTHKhrVoANIEj0Q_pb_x300.png";"SAUTERNES (PREMIER GRAND CRU CLASSÉ) 2002"
579;"CHÂTEAU DE FARGUES";"Dessert";"FR";"sauternes";4.4;174;"https://images.vivino.com/thumbs/6UkCAp0zR-StH2rQSPvU-g_pb_x300.png";"SAUTERNES (LUR SALUCES) 2006"
580;"ROCCA DI CASTAGNOLI";"Dessert";"I";"vin santo del chianti classico";4.4;173;"https://images.vivino.com/thumbs/27mJiEJTTYWzGQdHswqDXw_pb_x300.png";"VIN SANTO DEL CHIANTI CLASSICO N.V."
581;"SANTO";"Dessert";"greece";"santorini";4.4;172;"https://images.vivino.com/thumbs/10y5DOWwTcubcqVMLi2j5g_pb_x300.png";"VINSANTO 2011"
582;"DOLCE";"Dessert";"united states";"napa valley";4.4;169;"https://images.vivino.com/thumbs/Sjyvsv8cQJqxqIjXbKWI8g_pb_x300.png";"DOLCE (LATE HARVEST) 2007"
583;"DR. LOOSEN";"Dessert";"germany";"mosel";4.4;168;"https://images.vivino.com/thumbs/KlTclBKlR8-etJ1sSEVYIg_pb_x300.png";"RIESLING BEERENAUSLESE 2006"
584;"DOLCE";"Dessert";"united states";"napa valley";4.4;168;"https://images.vivino.com/thumbs/Sjyvsv8cQJqxqIjXbKWI8g_pb_x300.png";"DOLCE (LATE HARVEST) 2010"
585;"CHÂTEAU DERESZLA";"Dessert";"HUN";"tokaj";4.4;167;"https://images.vivino.com/thumbs/XuCY0pr8Qf-hl07At_KZQw_pb_x300.png";"ASZÚ 5 PUTTONYOS 2000"
586;"MULLINEUX";"Dessert";"south africa";"swartland";4.4;165;"https://images.vivino.com/thumbs/Eyn41yOZRuucNW32l2Bi5g_pb_x300.png";"STRAW WINE 2017"
1;"TAYLOR'S";"Port";"PT";"vintage port";5;35;"https://images.vivino.com/thumbs/GrUwd8a_TSOF-1e2WVfwVA_pb_x300.png";"SCION PORT 1855"
2;"TORO ALBALÁ";"Port";"SP";"montilla-moriles";4.9;232;"https://images.vivino.com/thumbs/ni3gQdaBR0eR1jwck1LaWA_pb_x300.png";"DON PX CONVENTO SELECCIÓN 1946"
3;"TORO ALBALÁ";"Port";"SP";"pedro ximénez sherry (px)";4.9;66;"https://images.vivino.com/thumbs/IW4LY7lKSRKNHS4xoqyO6A_pb_x300.png";"DON PX PEDRO XIMENEZ SHERRY 1946"
4;"NIEPOORT";"Port";"PT";"colheita port";4.9;37;"https://images.vivino.com/thumbs/WveiVp21RPGjgHGudv2NuQ_pb_x300.png";"COLHEITA PORT 1937"
5;"QUINTA DO NOVAL";"Port";"PT";"colheita port";4.9;35;"https://images.vivino.com/thumbs/jyuwaX9rTniqvT8Yf6GQqQ_pb_x300.png";"PORT TAWNY COLHEITA 1937"
6;"C. DA SILVA";"Port";"PT";"colheita port";4.9;35;"https://images.vivino.com/thumbs/NuCqH6FTTEKktgV5KhfstQ_pb_x300.png";"DALVA 63 GOLDEN WHITE COLHEITA PORTO 1963"
7;"W. & J. GRAHAM'S";"Port";"PT";"tawny port";4.8;354;"https://images.vivino.com/thumbs/WITTr314RROKgOANaJrVVQ_pb_x300.png";"SINGLE HARVEST TAWNY PORT 1972"
8;"TAYLOR'S";"Port";"PT";"tawny port";4.8;322;"https://images.vivino.com/thumbs/A8t87zz8T42Ad9KmdBvAnQ_pb_x300.png";"VERY OLD SINGLE HARVEST PORT 1966"
9;"TAYLOR'S";"Port";"PT";"tawny port";4.8;321;"https://images.vivino.com/thumbs/A8t87zz8T42Ad9KmdBvAnQ_pb_x300.png";"VERY OLD SINGLE HARVEST PORT 1964"
10;"W. & J. GRAHAM'S";"Port";"PT";"tawny port";4.8;162;"https://images.vivino.com/thumbs/WITTr314RROKgOANaJrVVQ_pb_x300.png";"SINGLE HARVEST TAWNY PORT 1969"
11;"VALDESPINO";"Port";"SP";"jerez-xérès-sherry";4.8;127;"https://images.vivino.com/thumbs/qpYEe-MiSJ60kME-coE7Lw_pb_x300.png";"TONELES MOSCATEL N.V."
12;"W. & J. GRAHAM'S";"Port";"PT";"tawny port";4.8;110;"https://images.vivino.com/thumbs/WITTr314RROKgOANaJrVVQ_pb_x300.png";"SINGLE HARVEST TAWNY PORT 1952"
13;"D'OLIVEIRAS";"Port";"PT";"madeira";4.8;108;"https://images.vivino.com/thumbs/WBGlHGjoQZqcI1k9BhwChw_pb_x300.png";"BOAL MADEIRA 1908"
14;"W. & J. GRAHAM'S";"Port";"PT";"tawny port";4.8;88;"https://images.vivino.com/thumbs/WITTr314RROKgOANaJrVVQ_pb_x300.png";"SINGLE HARVEST TAWNY PORT 1963"
15;"TAYLOR'S";"Port";"PT";"vintage port";4.8;81;"https://images.vivino.com/thumbs/GrUwd8a_TSOF-1e2WVfwVA_pb_x300.png";"SCION PORT N.V."
16;"TORO ALBALÁ";"Port";"SP";"montilla-moriles";4.8;69;"https://images.vivino.com/thumbs/ni3gQdaBR0eR1jwck1LaWA_pb_x300.png";"DON PX CONVENTO SELECCIÓN 1931"
17;"KROHN";"Port";"PT";"colheita port";4.8;68;"https://images.vivino.com/thumbs/5Jex0HJzQi6aK_UZHXtQtA_pb_x300.png";"COLHEITA PORTO 1966"
18;"W. & J. GRAHAM'S";"Port";"PT";"aged tawny port";4.8;64;"https://images.vivino.com/highlights/icon/top_ranked.svg";"90 VERY OLD TAWNY PORT N.V."
19;"TORO ALBALÁ";"Port";"SP";"montilla-moriles";4.8;62;"https://images.vivino.com/thumbs/ni3gQdaBR0eR1jwck1LaWA_pb_x300.png";"DON PX CONVENTO SELECCIÓN 1965"
20;"KROHN";"Port";"PT";"colheita port";4.8;61;"https://images.vivino.com/thumbs/5Jex0HJzQi6aK_UZHXtQtA_pb_x300.png";"COLHEITA PORTO 1968"
21;"KOPKE";"Port";"PT";"colheita port";4.8;46;"https://images.vivino.com/thumbs/YDhDDXL1QQijmWvOnO418A_pb_x300.png";"COLHEITA PORT 1937"
22;"BLANDY'S";"Port";"PT";"madeira";4.8;44;"https://images.vivino.com/thumbs/wC_R2RnFS1OCl58Z4XgtPw_pb_x300.png";"BUAL MADEIRA 1958"
23;"TORO ALBALÁ";"Port";"SP";"montilla-moriles";4.8;43;"https://images.vivino.com/thumbs/ni3gQdaBR0eR1jwck1LaWA_pb_x300.png";"DON PX CONVENTO SELECCIÓN 1929"
24;"BARBADILLO";"Port";"SP";"palo cortado sherry";4.8;41;"https://images.vivino.com/thumbs/H52Rxux2RlCRfXuxOKyLlg_pb_x300.png";"RELIQUIA PALO CORTADO SHERRY N.V."
25;"BLANDY'S";"Port";"PT";"madeira";4.8;38;"https://images.vivino.com/thumbs/bpo_8S6jRiSc0OpzRmjTTg_pb_x300.png";"TERRANTEZ MADEIRA 1977"
26;"QUINTA DO NOVAL";"Port";"PT";"vintage port";4.8;32;"https://images.vivino.com/thumbs/Dc4oCLqGQemNRNwH4Kjgsw_pb_x300.png";"VINTAGE PORT NACIONAL 2001"
27;"KROHN";"Port";"PT";"colheita port";4.8;32;"https://images.vivino.com/thumbs/5Jex0HJzQi6aK_UZHXtQtA_pb_x300.png";"COLHEITA PORTO 1960"
28;"FONSECA";"Port";"PT";"vintage port";4.8;32;"https://images.vivino.com/thumbs/JEsF37XFTvKEc9o64YCCrA_pb_x300.png";"VINTAGE PORT 1963"
29;"KROHN";"Port";"PT";"colheita port";4.8;32;"https://images.vivino.com/thumbs/5Jex0HJzQi6aK_UZHXtQtA_pb_x300.png";"COLHEITA PORTO 1964"
30;"BLANDY'S";"Port";"PT";"madeira";4.8;31;"https://images.vivino.com/thumbs/wC_R2RnFS1OCl58Z4XgtPw_pb_x300.png";"BUAL MADEIRA 1920"
31;"TORO ALBALÁ";"Port";"SP";"montilla-moriles";4.8;31;"https://images.vivino.com/thumbs/ni3gQdaBR0eR1jwck1LaWA_pb_x300.png";"DON PX CONVENTO SELECCIÓN 1958"
32;"QUINTA DO NOVAL";"Port";"PT";"colheita port";4.8;30;"https://images.vivino.com/thumbs/jyuwaX9rTniqvT8Yf6GQqQ_pb_x300.png";"PORT TAWNY COLHEITA 1964"
33;"DOW'S";"Port";"PT";"single quinta vintage port (sqvp)";4.8;29;"https://images.vivino.com/thumbs/AkTlXZ4dRvWyf6SBI-Wjpw_pb_x300.png";"QUINTA DO BOMFIM VINTAGE PORT 1986"
34;"D'OLIVEIRAS";"Port";"PT";"madeira";4.8;28;"https://images.vivino.com/thumbs/vhnovKPFSISFeh6g8PFK0Q_pb_x300.png";"MALVASIA MADEIRA 1907"
35;"QUINTA DO NOVAL";"Port";"PT";"vintage port";4.8;28;"https://images.vivino.com/thumbs/Dc4oCLqGQemNRNwH4Kjgsw_pb_x300.png";"VINTAGE PORT NACIONAL 2000"
36;"REAL COMPANHIA VELHA";"Port";"PT";"vintage port";4.8;27;"https://images.vivino.com/thumbs/ZRuqQhQ3QuK3aK5kZ1Pq_A_pb_x300.png";"VINTAGE PORT 1967"
37;"NIEPOORT";"Port";"PT";"late bottled vintage port (lbv)";4.8;26;"https://images.vivino.com/thumbs/dKwIqIbTTaiHRhXi2PbPLg_pb_x300.png";"LATE BOTTLED VINTAGE PORT 1980"
38;"BLANDY'S";"Port";"PT";"madeira";4.8;26;"https://images.vivino.com/thumbs/UHc6Jfa7TImZcuaoK0vSVg_pb_x300.png";"SERCIAL MADEIRA 1968"
39;"KROHN";"Port";"PT";"colheita port";4.8;25;"https://images.vivino.com/thumbs/5Jex0HJzQi6aK_UZHXtQtA_pb_x300.png";"COLHEITA PORTO 1967"
40;"NIEPOORT";"Port";"PT";"colheita port";4.8;25;"https://images.vivino.com/thumbs/WveiVp21RPGjgHGudv2NuQ_pb_x300.png";"COLHEITA PORT 1968"
41;"TAYLOR'S";"Port";"PT";"tawny port";4.7;1375;"https://images.vivino.com/thumbs/A8t87zz8T42Ad9KmdBvAnQ_pb_x300.png";"VERY OLD SINGLE HARVEST PORT N.V."
42;"TORO ALBALÁ";"Port";"SP";"montilla-moriles";4.7;658;"https://images.vivino.com/thumbs/ni3gQdaBR0eR1jwck1LaWA_pb_x300.png";"DON PX CONVENTO SELECCIÓN N.V."
43;"TAYLOR'S";"Port";"PT";"vintage port";4.7;467;"https://images.vivino.com/thumbs/VQ7GE30GRK-SC0jUoIeT-Q_pb_x300.png";"VINTAGE PORT 1977"
44;"BLANDY'S";"Port";"PT";"madeira";4.7;306;"https://images.vivino.com/thumbs/bpo_8S6jRiSc0OpzRmjTTg_pb_x300.png";"TERRANTEZ MADEIRA N.V."
45;"TAYLOR'S";"Port";"PT";"vintage port";4.7;289;"https://images.vivino.com/thumbs/VQ7GE30GRK-SC0jUoIeT-Q_pb_x300.png";"VINTAGE PORT 1994"
46;"KOPKE";"Port";"PT";"colheita port";4.7;279;"https://images.vivino.com/thumbs/YDhDDXL1QQijmWvOnO418A_pb_x300.png";"COLHEITA PORT 1966"
47;"BURMESTER";"Port";"PT";"porto";4.7;260;"https://images.vivino.com/thumbs/gEj2IcxrQrydjxMfYw7fvQ_pb_x300.png";"COLHEITA PORTO 1937"
48;"TAYLOR'S";"Port";"PT";"tawny port";4.7;222;"https://images.vivino.com/thumbs/A8t87zz8T42Ad9KmdBvAnQ_pb_x300.png";"VERY OLD SINGLE HARVEST PORT 1967"
49;"DOW'S";"Port";"PT";"vintage port";4.7;219;"https://images.vivino.com/thumbs/cn3BnyzeRbmnluOLoj756w_pb_x300.png";"VINTAGE PORT 2007"
50;"TAYLOR'S";"Port";"PT";"vintage port";4.7;170;"https://images.vivino.com/thumbs/VQ7GE30GRK-SC0jUoIeT-Q_pb_x300.png";"VINTAGE PORT 1970"
51;"BLANDY'S";"Port";"PT";"madeira";4.7;162;"https://images.vivino.com/thumbs/bpo_8S6jRiSc0OpzRmjTTg_pb_x300.png";"TERRANTEZ MADEIRA 1976"
52;"TAYLOR'S";"Port";"PT";"tawny port";4.7;139;"https://images.vivino.com/thumbs/A8t87zz8T42Ad9KmdBvAnQ_pb_x300.png";"VERY OLD SINGLE HARVEST PORT 1965"
53;"D'OLIVEIRAS";"Port";"PT";"madeira";4.7;126;"https://images.vivino.com/thumbs/lkfvn01JT3SU389JLqO0Zw_pb_x300.png";"RESERVA VERDELHO MADEIRA N.V."
54;"KOPKE";"Port";"PT";"colheita port";4.7;123;"https://images.vivino.com/thumbs/YDhDDXL1QQijmWvOnO418A_pb_x300.png";"COLHEITA PORT 1965"
55;"BURMESTER";"Port";"PT";"porto";4.7;122;"https://images.vivino.com/thumbs/gEj2IcxrQrydjxMfYw7fvQ_pb_x300.png";"COLHEITA PORTO 1963"
56;"TAYLOR'S";"Port";"PT";"tawny port";4.7;121;"https://images.vivino.com/thumbs/A8t87zz8T42Ad9KmdBvAnQ_pb_x300.png";"VERY OLD SINGLE HARVEST PORT 1968"
57;"TAYLOR'S";"Port";"PT";"vintage port";4.7;112;"https://images.vivino.com/thumbs/VQ7GE30GRK-SC0jUoIeT-Q_pb_x300.png";"VINTAGE PORT 1992"
58;"WARRE'S";"Port";"PT";"vintage port";4.7;110;"https://images.vivino.com/thumbs/cN21DLJiQDSFqtTn_tM8MQ_pb_x300.png";"VINTAGE PORT 1963"
59;"QUINTA DO NOVAL";"Port";"PT";"colheita port";4.7;102;"https://images.vivino.com/thumbs/jyuwaX9rTniqvT8Yf6GQqQ_pb_x300.png";"PORT TAWNY COLHEITA 1968"
60;"COCKBURN'S";"Port";"PT";"vintage port";4.7;100;"https://images.vivino.com/thumbs/pWjNtJt0RRa_EAM2xecrHw_pb_x300.png";"VINTAGE PORT 1963"
61;"BURMESTER";"Port";"PT";"porto";4.7;100;"https://images.vivino.com/thumbs/gEj2IcxrQrydjxMfYw7fvQ_pb_x300.png";"COLHEITA PORTO 1952"
62;"DOW'S";"Port";"PT";"vintage port";4.7;98;"https://images.vivino.com/thumbs/cn3BnyzeRbmnluOLoj756w_pb_x300.png";"VINTAGE PORT 1963"
63;"CONSTANTINO";"Port";"PT";"vintage port";4.7;89;"https://thumbs.vivino.com/avatars/0cnb5S0HR1GqQS5FsPQdaQ_50x50.jpg";"VINTAGE PORTO N.V."
64;"TAYLOR'S";"Port";"PT";"vintage port";4.7;86;"https://images.vivino.com/thumbs/VQ7GE30GRK-SC0jUoIeT-Q_pb_x300.png";"VINTAGE PORT 1963"
65;"FONSECA";"Port";"PT";"vintage port";4.7;82;"https://images.vivino.com/thumbs/JEsF37XFTvKEc9o64YCCrA_pb_x300.png";"VINTAGE PORT 1977"
